Date,PearClass,Price
20170811,M,"35,000"
20170811,M,"28,300"
20170811,M,"30,000"
20170811,M,"42,670"
20170811,M,"29,500"
20170811,M,"32,000"
20170811,M,"30,000"
20170811,M,"30,000"
20170811,M,"29,500"
20170811,M,"28,300"
20170811,H,"40,000"
20170811,H,"36,330"
20170811,H,"38,000"
20170811,H,"36,330"
20170811,H,"30,000"
20170811,H,"38,000"
20170811,H,"36,330"
20170811,H,"42,670"
20170811,H,"40,000"
20170811,H,"42,670"
20170811,H,"36,330"
20170811,H,"38,330"
20170811,H,"36,330"
20170811,H,"40,000"
20170811,H,"40,000"
20170811,H,"40,000"
20170811,H,"42,670"
20170811,H,"36,330"
20170811,H,"35,000"
20170811,H,"36,330"
20170811,H,"45,000"
20170811,H,"40,000"
20170811,H,"40,000"
20170811,H,"36,330"
20170811,M,"30,000"
20170811,M,"24,750"
20170811,M,"30,000"
20170811,M,"29,500"
20170811,M,"20,000"
20170811,M,"28,000"
20170810,M,"35,000"
20170810,M,"28,300"
20170810,M,"30,000"
20170810,M,"42,670"
20170810,M,"30,000"
20170810,M,"24,750"
20170810,H,"36,330"
20170810,H,"45,000"
20170810,H,"40,000"
20170810,H,"40,000"
20170810,H,"36,330"
20170810,H,"40,000"
20170810,H,"36,330"
20170810,H,"38,000"
20170810,H,"36,330"
20170810,H,"30,000"
20170810,H,"38,000"
20170810,H,"36,330"
20170810,H,"42,670"
20170810,H,"44,000"
20170810,H,"42,670"
20170810,H,"36,330"
20170810,H,"38,330"
20170810,H,"36,330"
20170810,H,"40,000"
20170810,H,"40,000"
20170810,H,"40,000"
20170810,H,"42,670"
20170810,H,"36,330"
20170810,H,"35,000"
20170810,M,"30,000"
20170810,M,"29,500"
20170810,M,"20,000"
20170810,M,"28,000"
20170810,M,"29,500"
20170810,M,"36,000"
20170810,M,"30,000"
20170810,M,"30,000"
20170810,M,"29,500"
20170810,M,"28,300"
20170809,H,"36,330"
20170809,H,"35,000"
20170809,H,"40,000"
20170809,H,"40,000"
20170809,M,"35,000"
20170809,M,"28,300"
20170809,M,"30,000"
20170809,M,"42,670"
20170809,M,"30,000"
20170809,M,"24,750"
20170809,M,"30,000"
20170809,M,"29,500"
20170809,M,"20,000"
20170809,M,"28,000"
20170809,M,"29,500"
20170809,M,"36,000"
20170809,M,"30,000"
20170809,M,"30,000"
20170809,M,"29,500"
20170809,M,"28,300"
20170809,H,"36,330"
20170809,H,"45,000"
20170809,H,"40,000"
20170809,H,"40,000"
20170809,H,"36,330"
20170809,H,"40,000"
20170809,H,"36,330"
20170809,H,"38,000"
20170809,H,"36,330"
20170809,H,"30,000"
20170809,H,"38,000"
20170809,H,"36,330"
20170809,H,"42,670"
20170809,H,"44,000"
20170809,H,"42,670"
20170809,H,"36,330"
20170809,H,"38,330"
20170809,H,"42,670"
20170809,H,"36,330"
20170809,H,"40,000"
20170808,M,"35,000"
20170808,H,"35,000"
20170808,M,"30,000"
20170808,M,"42,670"
20170808,M,"30,000"
20170808,M,"24,750"
20170808,M,"30,000"
20170808,M,"29,500"
20170808,M,"20,000"
20170808,M,"28,000"
20170808,M,"29,500"
20170808,M,"36,000"
20170808,M,"30,000"
20170808,M,"30,000"
20170808,M,"29,500"
20170808,M,"28,300"
20170808,H,"36,330"
20170808,H,"45,000"
20170808,H,"40,000"
20170808,H,"40,000"
20170808,H,"36,330"
20170808,H,"40,000"
20170808,H,"36,330"
20170808,H,"38,000"
20170808,H,"36,330"
20170808,H,"30,000"
20170808,H,"38,000"
20170808,H,"36,330"
20170808,H,"42,670"
20170808,H,"44,000"
20170808,H,"42,670"
20170808,H,"36,330"
20170808,H,"38,330"
20170808,H,"36,330"
20170808,H,"40,000"
20170808,H,"40,000"
20170808,H,"40,000"
20170808,H,"42,670"
20170808,H,"36,330"
20170808,M,"28,300"
20170807,M,"30,000"
20170807,M,"24,750"
20170807,M,"30,000"
20170807,M,"29,500"
20170807,M,"20,000"
20170807,M,"28,000"
20170807,H,"45,000"
20170807,H,"40,000"
20170807,H,"40,000"
20170807,H,"36,330"
20170807,M,"35,000"
20170807,M,"28,300"
20170807,M,"30,000"
20170807,M,"42,670"
20170807,M,"29,500"
20170807,M,"36,000"
20170807,M,"30,000"
20170807,M,"30,000"
20170807,M,"29,500"
20170807,M,"28,300"
20170807,H,"36,330"
20170807,H,"30,000"
20170807,H,"38,000"
20170807,H,"36,330"
20170807,H,"42,670"
20170807,H,"44,000"
20170807,H,"42,670"
20170807,H,"36,330"
20170807,H,"38,330"
20170807,H,"36,330"
20170807,H,"40,000"
20170807,H,"40,000"
20170807,H,"40,000"
20170807,H,"42,670"
20170807,H,"36,330"
20170807,H,"35,000"
20170807,H,"36,330"
20170807,H,"40,000"
20170807,H,"36,330"
20170807,H,"38,000"
20170806,H,"36,330"
20170806,H,"45,000"
20170806,H,"40,000"
20170806,H,"40,000"
20170806,H,"36,330"
20170806,H,"40,000"
20170806,H,"36,330"
20170806,H,"38,000"
20170806,H,"36,330"
20170806,H,"30,000"
20170806,H,"38,000"
20170806,H,"36,330"
20170806,H,"42,670"
20170806,H,"44,000"
20170806,H,"42,670"
20170806,H,"36,330"
20170806,H,"38,330"
20170806,H,"36,330"
20170806,H,"40,000"
20170806,H,"40,000"
20170806,H,"40,000"
20170806,H,"42,670"
20170806,H,"36,330"
20170806,H,"35,000"
20170806,M,"30,000"
20170806,M,"29,500"
20170806,M,"20,000"
20170806,M,"28,000"
20170806,M,"29,500"
20170806,M,"36,000"
20170806,M,"30,000"
20170806,M,"35,000"
20170806,M,"28,300"
20170806,M,"30,000"
20170806,M,"42,670"
20170806,M,"30,000"
20170806,M,"24,750"
20170806,M,"30,000"
20170806,M,"29,500"
20170806,M,"28,300"
20170805,H,"36,330"
20170805,M,"28,300"
20170805,H,"40,000"
20170805,H,"40,000"
20170805,H,"36,330"
20170805,H,"40,000"
20170805,H,"36,330"
20170805,H,"38,000"
20170805,H,"39,330"
20170805,H,"36,330"
20170805,H,"30,000"
20170805,H,"38,000"
20170805,H,"36,330"
20170805,H,"42,670"
20170805,H,"44,000"
20170805,H,"42,670"
20170805,H,"36,330"
20170805,H,"38,330"
20170805,H,"36,330"
20170805,H,"40,000"
20170805,H,"40,000"
20170805,H,"40,000"
20170805,H,"42,670"
20170805,H,"36,330"
20170805,H,"42,660"
20170805,H,"35,000"
20170805,M,"35,000"
20170805,M,"28,300"
20170805,M,"30,000"
20170805,M,"42,670"
20170805,M,"30,000"
20170805,M,"24,750"
20170805,M,"30,000"
20170805,M,"29,500"
20170805,M,"20,000"
20170805,M,"28,000"
20170805,M,"29,500"
20170805,M,"36,000"
20170805,M,"30,000"
20170805,M,"30,000"
20170805,M,"29,500"
20170805,H,"45,000"
20170804,H,"42,660"
20170804,M,"28,300"
20170804,H,"36,330"
20170804,H,"45,000"
20170804,H,"40,000"
20170804,H,"40,000"
20170804,H,"36,330"
20170804,H,"40,000"
20170804,H,"36,330"
20170804,H,"38,000"
20170804,H,"39,330"
20170804,H,"36,330"
20170804,H,"30,000"
20170804,H,"38,000"
20170804,H,"36,330"
20170804,H,"38,330"
20170804,H,"36,330"
20170804,H,"40,000"
20170804,H,"40,000"
20170804,H,"40,000"
20170804,H,"42,670"
20170804,H,"36,330"
20170804,H,"42,670"
20170804,H,"44,000"
20170804,H,"42,670"
20170804,H,"36,330"
20170804,M,"35,000"
20170804,M,"28,300"
20170804,M,"30,000"
20170804,M,"42,670"
20170804,M,"30,000"
20170804,M,"24,750"
20170804,M,"30,000"
20170804,M,"29,500"
20170804,M,"20,000"
20170804,M,"28,000"
20170804,M,"29,500"
20170804,M,"36,000"
20170804,M,"30,000"
20170804,M,"30,000"
20170804,M,"29,500"
20170804,H,"35,000"
20170803,H,"36,330"
20170803,M,"28,300"
20170803,H,"40,000"
20170803,H,"40,000"
20170803,H,"36,330"
20170803,H,"40,000"
20170803,H,"36,330"
20170803,H,"38,000"
20170803,H,"39,330"
20170803,H,"36,330"
20170803,H,"30,000"
20170803,H,"38,000"
20170803,H,"36,330"
20170803,H,"42,670"
20170803,H,"44,000"
20170803,H,"42,670"
20170803,H,"36,330"
20170803,H,"38,330"
20170803,H,"36,330"
20170803,H,"40,000"
20170803,H,"40,000"
20170803,H,"40,000"
20170803,H,"42,670"
20170803,H,"36,330"
20170803,H,"42,660"
20170803,H,"35,000"
20170803,M,"30,000"
20170803,M,"24,750"
20170803,M,"30,000"
20170803,M,"29,500"
20170803,M,"20,000"
20170803,M,"28,000"
20170803,M,"35,000"
20170803,M,"28,300"
20170803,M,"30,000"
20170803,M,"42,670"
20170803,M,"29,500"
20170803,M,"36,000"
20170803,M,"30,000"
20170803,M,"30,000"
20170803,M,"29,500"
20170803,H,"45,000"
20170802,H,"36,330"
20170802,M,"28,300"
20170802,H,"36,330"
20170802,H,"38,000"
20170802,H,"39,330"
20170802,H,"36,330"
20170802,H,"30,000"
20170802,H,"38,000"
20170802,H,"36,330"
20170802,H,"42,670"
20170802,H,"44,000"
20170802,H,"42,670"
20170802,H,"36,330"
20170802,H,"38,330"
20170802,H,"36,330"
20170802,H,"40,000"
20170802,H,"40,000"
20170802,H,"40,000"
20170802,H,"42,670"
20170802,H,"36,330"
20170802,H,"42,660"
20170802,H,"35,000"
20170802,H,"45,000"
20170802,H,"40,000"
20170802,H,"40,000"
20170802,H,"36,330"
20170802,M,"35,000"
20170802,M,"28,300"
20170802,M,"30,000"
20170802,M,"42,670"
20170802,M,"30,000"
20170802,M,"24,750"
20170802,M,"30,000"
20170802,M,"20,000"
20170802,M,"28,000"
20170802,M,"29,500"
20170802,M,"36,000"
20170802,M,"30,000"
20170802,M,"30,000"
20170802,M,"29,500"
20170802,H,"40,000"
20170801,H,"36,330"
20170801,M,"28,300"
20170801,H,"40,000"
20170801,H,"40,000"
20170801,H,"36,330"
20170801,H,"40,000"
20170801,H,"36,330"
20170801,H,"38,000"
20170801,H,"39,330"
20170801,H,"36,330"
20170801,H,"30,000"
20170801,H,"38,000"
20170801,H,"36,330"
20170801,H,"42,670"
20170801,H,"44,000"
20170801,H,"42,670"
20170801,H,"36,330"
20170801,H,"38,330"
20170801,H,"36,330"
20170801,H,"40,000"
20170801,H,"40,000"
20170801,H,"40,000"
20170801,H,"42,670"
20170801,H,"36,330"
20170801,H,"42,660"
20170801,H,"35,000"
20170801,M,"35,000"
20170801,M,"28,300"
20170801,M,"30,000"
20170801,M,"42,670"
20170801,M,"30,000"
20170801,M,"24,750"
20170801,M,"30,000"
20170801,M,"20,000"
20170801,M,"28,000"
20170801,M,"29,500"
20170801,M,"36,000"
20170801,M,"30,000"
20170801,M,"30,000"
20170801,M,"29,500"
20170801,H,"45,000"
20170730,H,"36,330"
20170730,M,"28,300"
20170730,H,"40,000"
20170730,H,"40,000"
20170730,H,"35,000"
20170730,H,"40,000"
20170730,H,"36,330"
20170730,H,"38,000"
20170730,H,"39,330"
20170730,H,"36,330"
20170730,H,"30,000"
20170730,H,"38,000"
20170730,H,"36,330"
20170730,H,"42,670"
20170730,H,"44,000"
20170730,H,"42,670"
20170730,H,"36,330"
20170730,H,"46,000"
20170730,H,"36,330"
20170730,H,"40,000"
20170730,H,"40,000"
20170730,H,"40,000"
20170730,H,"42,670"
20170730,H,"36,330"
20170730,H,"42,660"
20170730,H,"35,000"
20170730,M,"35,000"
20170730,M,"28,300"
20170730,M,"30,000"
20170730,M,"42,670"
20170730,M,"30,000"
20170730,M,"24,750"
20170730,M,"30,000"
20170730,M,"20,000"
20170730,M,"28,000"
20170730,M,"29,500"
20170730,M,"36,000"
20170730,M,"30,000"
20170730,M,"30,000"
20170730,M,"29,500"
20170730,H,"45,000"
20170729,M,"30,000"
20170729,H,"35,000"
20170729,M,"28,000"
20170729,M,"29,500"
20170729,M,"36,000"
20170729,M,"30,000"
20170729,M,"30,000"
20170729,M,"29,500"
20170729,M,"28,300"
20170729,M,"35,000"
20170729,M,"28,300"
20170729,M,"30,000"
20170729,M,"42,670"
20170729,M,"30,000"
20170729,M,"24,750"
20170729,H,"36,330"
20170729,H,"45,000"
20170729,H,"40,000"
20170729,H,"40,000"
20170729,H,"43,000"
20170729,H,"35,000"
20170729,H,"40,000"
20170729,H,"36,330"
20170729,H,"38,000"
20170729,H,"39,330"
20170729,H,"36,330"
20170729,H,"30,000"
20170729,H,"38,000"
20170729,H,"36,330"
20170729,H,"42,670"
20170729,H,"44,000"
20170729,H,"40,000"
20170729,H,"40,000"
20170729,H,"42,670"
20170729,H,"36,330"
20170729,H,"46,000"
20170729,H,"36,330"
20170729,H,"40,000"
20170729,H,"42,670"
20170729,H,"36,330"
20170729,H,"42,660"
20170729,M,"20,000"
20170728,M,"28,000"
20170728,H,"35,000"
20170728,M,"36,000"
20170728,M,"30,000"
20170728,M,"30,000"
20170728,M,"29,500"
20170728,M,"28,300"
20170728,M,"35,000"
20170728,M,"28,300"
20170728,M,"30,000"
20170728,M,"42,670"
20170728,M,"30,000"
20170728,M,"24,750"
20170728,M,"30,000"
20170728,M,"20,000"
20170728,H,"40,000"
20170728,H,"40,000"
20170728,H,"40,000"
20170728,H,"42,670"
20170728,H,"36,330"
20170728,H,"42,660"
20170728,H,"35,000"
20170728,H,"40,000"
20170728,H,"36,330"
20170728,H,"38,000"
20170728,H,"39,330"
20170728,H,"36,330"
20170728,H,"30,000"
20170728,H,"38,000"
20170728,H,"36,330"
20170728,H,"42,670"
20170728,H,"44,000"
20170728,H,"42,670"
20170728,H,"43,000"
20170728,H,"36,330"
20170728,H,"46,000"
20170728,H,"36,330"
20170728,H,"36,330"
20170728,H,"45,000"
20170728,H,"40,000"
20170728,H,"40,000"
20170728,H,"43,000"
20170728,M,"29,500"
20170727,M,"35,000"
20170727,H,"40,000"
20170727,M,"30,000"
20170727,M,"42,670"
20170727,M,"30,000"
20170727,M,"24,750"
20170727,M,"30,000"
20170727,M,"20,000"
20170727,M,"26,000"
20170727,M,"29,500"
20170727,M,"36,000"
20170727,M,"30,000"
20170727,M,"30,000"
20170727,M,"29,500"
20170727,M,"28,300"
20170727,H,"36,330"
20170727,H,"45,000"
20170727,H,"40,000"
20170727,H,"40,000"
20170727,H,"43,000"
20170727,H,"35,000"
20170727,H,"40,000"
20170727,H,"36,330"
20170727,H,"36,000"
20170727,H,"36,330"
20170727,H,"38,000"
20170727,H,"39,330"
20170727,H,"36,330"
20170727,H,"30,000"
20170727,H,"40,000"
20170727,H,"40,000"
20170727,H,"42,670"
20170727,H,"36,330"
20170727,H,"42,660"
20170727,H,"35,000"
20170727,H,"42,670"
20170727,H,"44,000"
20170727,H,"42,670"
20170727,H,"43,000"
20170727,H,"36,330"
20170727,H,"46,000"
20170727,H,"36,330"
20170727,M,"28,300"
20170726,M,"35,000"
20170726,H,"36,330"
20170726,M,"30,000"
20170726,M,"39,330"
20170726,M,"30,000"
20170726,M,"24,750"
20170726,M,"30,000"
20170726,M,"20,000"
20170726,M,"25,000"
20170726,M,"29,500"
20170726,M,"36,000"
20170726,M,"30,000"
20170726,M,"30,000"
20170726,M,"29,500"
20170726,M,"28,300"
20170726,H,"45,000"
20170726,H,"40,000"
20170726,H,"40,000"
20170726,H,"43,000"
20170726,H,"43,330"
20170726,H,"40,000"
20170726,H,"36,330"
20170726,H,"38,000"
20170726,H,"39,330"
20170726,H,"36,330"
20170726,H,"30,000"
20170726,H,"35,000"
20170726,H,"36,330"
20170726,H,"39,330"
20170726,H,"44,000"
20170726,H,"39,330"
20170726,H,"43,000"
20170726,H,"36,330"
20170726,H,"46,000"
20170726,H,"36,330"
20170726,H,"40,000"
20170726,H,"40,000"
20170726,H,"40,000"
20170726,H,"39,330"
20170726,H,"36,330"
20170726,H,"39,330"
20170726,H,"35,000"
20170726,M,"28,300"
20170725,M,"30,000"
20170725,H,"36,330"
20170725,M,"30,000"
20170725,M,"24,750"
20170725,M,"30,000"
20170725,M,"20,000"
20170725,M,"25,000"
20170725,M,"29,500"
20170725,M,"36,000"
20170725,M,"30,000"
20170725,M,"30,000"
20170725,M,"29,500"
20170725,M,"28,300"
20170725,M,"35,000"
20170725,M,"28,300"
20170725,H,"45,000"
20170725,H,"40,000"
20170725,H,"40,000"
20170725,H,"43,000"
20170725,H,"36,330"
20170725,H,"43,330"
20170725,H,"40,000"
20170725,H,"39,330"
20170725,H,"35,000"
20170725,H,"30,000"
20170725,H,"35,000"
20170725,H,"36,330"
20170725,H,"39,330"
20170725,H,"44,000"
20170725,H,"39,330"
20170725,H,"43,000"
20170725,H,"36,330"
20170725,H,"46,000"
20170725,H,"36,330"
20170725,H,"40,000"
20170725,H,"43,000"
20170725,H,"40,000"
20170725,H,"40,000"
20170725,H,"39,330"
20170725,H,"36,330"
20170725,H,"36,330"
20170725,H,"38,000"
20170725,H,"39,330"
20170725,M,"39,330"
20170724,M,"30,000"
20170724,H,"35,000"
20170724,M,"30,000"
20170724,M,"20,000"
20170724,M,"25,000"
20170724,M,"29,500"
20170724,M,"36,000"
20170724,M,"35,000"
20170724,M,"28,300"
20170724,M,"30,000"
20170724,M,"39,330"
20170724,M,"30,000"
20170724,M,"30,000"
20170724,M,"29,500"
20170724,M,"28,300"
20170724,H,"36,330"
20170724,H,"45,000"
20170724,H,"40,000"
20170724,H,"40,000"
20170724,H,"43,000"
20170724,H,"43,330"
20170724,H,"40,000"
20170724,H,"36,330"
20170724,H,"38,000"
20170724,H,"39,330"
20170724,H,"36,330"
20170724,H,"30,000"
20170724,H,"35,000"
20170724,H,"36,330"
20170724,H,"39,330"
20170724,H,"44,000"
20170724,H,"39,330"
20170724,H,"43,000"
20170724,H,"36,330"
20170724,H,"46,000"
20170724,H,"36,330"
20170724,H,"40,000"
20170724,H,"43,000"
20170724,H,"40,000"
20170724,H,"40,000"
20170724,H,"39,330"
20170724,H,"36,330"
20170724,H,"39,330"
20170724,M,"24,750"
20170723,M,"35,000"
20170723,H,"36,330"
20170723,M,"30,000"
20170723,M,"39,330"
20170723,M,"30,000"
20170723,M,"24,750"
20170723,M,"30,000"
20170723,M,"20,000"
20170723,M,"25,000"
20170723,M,"29,500"
20170723,M,"36,000"
20170723,M,"30,000"
20170723,M,"30,000"
20170723,M,"29,500"
20170723,M,"28,300"
20170723,H,"40,000"
20170723,H,"43,000"
20170723,H,"40,000"
20170723,H,"40,000"
20170723,H,"39,330"
20170723,H,"36,330"
20170723,H,"39,330"
20170723,H,"35,000"
20170723,H,"36,330"
20170723,H,"45,000"
20170723,H,"40,000"
20170723,H,"40,000"
20170723,H,"43,000"
20170723,H,"43,330"
20170723,H,"40,000"
20170723,H,"36,330"
20170723,H,"38,000"
20170723,H,"39,330"
20170723,H,"36,330"
20170723,H,"30,000"
20170723,H,"35,000"
20170723,H,"36,330"
20170723,H,"39,330"
20170723,H,"44,000"
20170723,H,"39,330"
20170723,H,"43,000"
20170723,H,"36,330"
20170723,H,"41,330"
20170723,M,"28,300"
20170722,M,"20,000"
20170722,M,"25,000"
20170722,M,"35,000"
20170722,M,"28,300"
20170722,M,"30,000"
20170722,M,"39,330"
20170722,M,"30,000"
20170722,M,"24,750"
20170722,M,"30,000"
20170722,M,"29,500"
20170722,M,"36,000"
20170722,M,"30,000"
20170722,M,"30,000"
20170722,M,"29,500"
20170722,M,"28,300"
20170722,H,"40,000"
20170722,H,"39,330"
20170722,H,"36,330"
20170722,H,"39,330"
20170722,H,"36,330"
20170722,H,"45,000"
20170722,H,"40,000"
20170722,H,"40,000"
20170722,H,"43,000"
20170722,H,"43,330"
20170722,H,"40,000"
20170722,H,"36,330"
20170722,H,"38,000"
20170722,H,"39,330"
20170722,H,"36,330"
20170722,H,"30,000"
20170722,H,"35,000"
20170722,H,"36,330"
20170722,H,"39,330"
20170722,H,"44,000"
20170722,H,"39,330"
20170722,H,"43,000"
20170722,H,"36,330"
20170722,H,"41,330"
20170722,H,"36,330"
20170722,H,"40,000"
20170722,H,"43,000"
20170722,H,"40,000"
20170722,H,"35,000"
20170721,M,"35,000"
20170721,H,"39,330"
20170721,M,"30,000"
20170721,M,"39,330"
20170721,M,"30,000"
20170721,M,"24,750"
20170721,M,"30,000"
20170721,M,"20,000"
20170721,M,"25,000"
20170721,M,"29,500"
20170721,M,"36,000"
20170721,M,"30,000"
20170721,M,"30,000"
20170721,M,"29,500"
20170721,M,"28,300"
20170721,H,"44,000"
20170721,H,"39,330"
20170721,H,"43,000"
20170721,H,"36,330"
20170721,H,"41,330"
20170721,H,"36,330"
20170721,H,"40,000"
20170721,H,"43,000"
20170721,H,"40,000"
20170721,H,"40,000"
20170721,H,"39,330"
20170721,H,"36,330"
20170721,H,"39,330"
20170721,H,"35,000"
20170721,H,"36,330"
20170721,H,"45,000"
20170721,H,"40,000"
20170721,H,"40,000"
20170721,H,"43,000"
20170721,H,"43,330"
20170721,H,"40,000"
20170721,H,"36,330"
20170721,H,"38,000"
20170721,H,"39,330"
20170721,H,"36,330"
20170721,H,"30,000"
20170721,H,"35,000"
20170721,H,"36,330"
20170721,M,"28,300"
20170720,M,"35,000"
20170720,H,"40,000"
20170720,M,"30,000"
20170720,M,"39,330"
20170720,M,"30,000"
20170720,M,"24,750"
20170720,M,"30,000"
20170720,M,"29,500"
20170720,M,"28,300"
20170720,M,"20,000"
20170720,M,"25,000"
20170720,M,"29,500"
20170720,M,"36,000"
20170720,M,"30,000"
20170720,M,"30,000"
20170720,H,"36,330"
20170720,H,"41,330"
20170720,H,"36,330"
20170720,H,"40,000"
20170720,H,"40,000"
20170720,H,"39,330"
20170720,H,"36,330"
20170720,H,"39,330"
20170720,H,"35,000"
20170720,H,"36,330"
20170720,H,"45,000"
20170720,H,"40,000"
20170720,H,"40,000"
20170720,H,"43,000"
20170720,H,"43,330"
20170720,H,"40,000"
20170720,H,"36,330"
20170720,H,"38,000"
20170720,H,"39,330"
20170720,H,"36,330"
20170720,H,"30,000"
20170720,H,"35,000"
20170720,H,"36,330"
20170720,H,"39,330"
20170720,H,"44,000"
20170720,H,"39,330"
20170720,H,"43,000"
20170720,H,"43,000"
20170720,M,"28,300"
20170719,H,"39,330"
20170719,H,"38,000"
20170719,H,"30,000"
20170719,H,"35,000"
20170719,H,"36,330"
20170719,H,"39,330"
20170719,H,"44,000"
20170719,H,"39,330"
20170719,H,"43,000"
20170719,H,"36,330"
20170719,H,"41,330"
20170719,H,"36,330"
20170719,H,"40,000"
20170719,H,"43,000"
20170719,H,"40,000"
20170719,H,"40,000"
20170719,H,"39,330"
20170719,H,"36,330"
20170719,H,"39,330"
20170719,H,"35,000"
20170719,M,"35,000"
20170719,M,"28,300"
20170719,M,"30,000"
20170719,M,"39,330"
20170719,M,"30,000"
20170719,M,"24,750"
20170719,M,"30,000"
20170719,M,"20,000"
20170719,M,"25,000"
20170719,M,"29,500"
20170719,M,"36,000"
20170719,M,"30,000"
20170719,M,"30,000"
20170719,M,"29,500"
20170719,M,"28,300"
20170719,H,"36,330"
20170719,H,"45,000"
20170719,H,"40,000"
20170719,H,"40,000"
20170719,H,"43,000"
20170719,H,"43,330"
20170719,H,"40,000"
20170719,H,"36,330"
20170719,H,"36,330"
20170718,M,"35,000"
20170718,H,"43,000"
20170718,M,"30,000"
20170718,M,"39,330"
20170718,M,"30,000"
20170718,H,"36,330"
20170718,H,"36,330"
20170718,H,"39,330"
20170718,H,"44,000"
20170718,H,"39,330"
20170718,M,"24,750"
20170718,M,"30,000"
20170718,M,"20,000"
20170718,M,"25,000"
20170718,M,"29,500"
20170718,M,"36,000"
20170718,M,"30,000"
20170718,M,"30,000"
20170718,M,"29,500"
20170718,M,"28,300"
20170718,H,"41,330"
20170718,H,"36,330"
20170718,H,"40,000"
20170718,H,"43,000"
20170718,H,"40,000"
20170718,H,"40,000"
20170718,H,"39,330"
20170718,H,"36,330"
20170718,H,"39,330"
20170718,H,"39,330"
20170718,H,"35,000"
20170718,H,"36,330"
20170718,H,"45,000"
20170718,H,"40,000"
20170718,H,"40,000"
20170718,H,"43,000"
20170718,H,"43,330"
20170718,H,"40,000"
20170718,H,"36,330"
20170718,H,"38,000"
20170718,H,"39,330"
20170718,H,"36,330"
20170718,H,"30,000"
20170718,H,"35,000"
20170718,M,"28,300"
20170717,M,"28,300"
20170717,M,"35,000"
20170717,M,"28,300"
20170717,M,"30,000"
20170717,M,"39,330"
20170717,M,"30,000"
20170717,M,"24,750"
20170717,M,"30,000"
20170717,M,"20,000"
20170717,M,"25,000"
20170717,M,"29,500"
20170717,M,"36,000"
20170717,M,"30,000"
20170717,M,"30,000"
20170717,M,"29,500"
20170717,H,"36,330"
20170717,H,"45,000"
20170717,H,"40,000"
20170717,H,"40,000"
20170717,H,"43,000"
20170717,H,"43,330"
20170717,H,"40,000"
20170717,H,"36,330"
20170717,H,"38,000"
20170717,H,"39,330"
20170717,H,"36,330"
20170717,H,"30,000"
20170717,H,"35,000"
20170717,H,"36,330"
20170717,H,"39,330"
20170717,H,"44,000"
20170717,H,"36,000"
20170717,H,"43,000"
20170717,H,"36,330"
20170717,H,"41,330"
20170717,H,"36,330"
20170717,H,"40,000"
20170717,H,"43,000"
20170717,H,"40,000"
20170717,H,"40,000"
20170717,H,"39,330"
20170717,H,"36,330"
20170717,H,"39,330"
20170717,H,"39,330"
20170717,H,"35,000"
20170716,H,"47,000"
20170716,H,"36,000"
20170716,H,"43,000"
20170716,H,"36,330"
20170716,H,"41,330"
20170716,H,"36,330"
20170716,H,"40,000"
20170716,H,"43,000"
20170716,H,"40,000"
20170716,H,"40,000"
20170716,H,"39,330"
20170716,H,"36,330"
20170716,H,"39,330"
20170716,H,"39,330"
20170716,H,"35,000"
20170716,H,"36,330"
20170716,H,"45,000"
20170716,H,"40,000"
20170716,H,"40,000"
20170716,H,"43,000"
20170716,H,"46,000"
20170716,H,"40,000"
20170716,H,"36,330"
20170716,H,"38,000"
20170716,H,"36,330"
20170716,H,"39,330"
20170716,H,"39,330"
20170716,H,"36,330"
20170716,H,"30,000"
20170716,H,"35,000"
20170716,M,"30,000"
20170716,M,"39,330"
20170716,M,"30,000"
20170716,M,"24,750"
20170716,M,"30,000"
20170716,M,"20,000"
20170716,M,"35,000"
20170716,M,"28,300"
20170716,M,"25,000"
20170716,M,"39,000"
20170716,M,"30,000"
20170716,M,"30,000"
20170716,M,"29,500"
20170716,M,"28,300"
20170715,M,"30,000"
20170715,H,"36,330"
20170715,M,"36,000"
20170715,M,"29,500"
20170715,M,"28,300"
20170715,M,"35,000"
20170715,M,"28,300"
20170715,M,"30,000"
20170715,M,"39,330"
20170715,M,"30,000"
20170715,M,"24,750"
20170715,M,"30,000"
20170715,M,"20,000"
20170715,M,"25,000"
20170715,M,"39,000"
20170715,H,"45,000"
20170715,H,"40,000"
20170715,H,"40,000"
20170715,H,"43,000"
20170715,H,"46,000"
20170715,H,"40,000"
20170715,H,"36,330"
20170715,H,"38,000"
20170715,H,"39,330"
20170715,H,"36,330"
20170715,H,"30,000"
20170715,H,"35,000"
20170715,H,"36,330"
20170715,H,"39,330"
20170715,H,"47,000"
20170715,H,"36,000"
20170715,H,"43,000"
20170715,H,"36,330"
20170715,H,"41,330"
20170715,H,"36,330"
20170715,H,"40,000"
20170715,H,"43,000"
20170715,H,"40,000"
20170715,H,"40,000"
20170715,H,"39,330"
20170715,H,"36,330"
20170715,H,"39,330"
20170715,H,"39,330"
20170715,H,"35,000"
20170715,M,"30,000"
20170714,M,"35,000"
20170714,H,"35,000"
20170714,M,"30,000"
20170714,M,"39,330"
20170714,M,"30,000"
20170714,M,"24,750"
20170714,M,"30,000"
20170714,M,"20,000"
20170714,M,"25,000"
20170714,M,"39,000"
20170714,M,"30,000"
20170714,M,"30,000"
20170714,M,"36,000"
20170714,M,"29,500"
20170714,M,"28,300"
20170714,H,"36,330"
20170714,H,"45,000"
20170714,H,"40,000"
